round,p1_gold_this,p2_gold_this,p1_cum,p2_cum,total_cum,p1_pos_r,p1_pos_c,p2_pos_r,p2_pos_c,p1_bombs,p2_bombs,enemy_cum,gold_on_map,k,order,vp,p1_steps,p2_steps,p1_collisions,p2_collisions,vision_cost,cum_vision_cost,snap_valid,snap_win_begin,snap_win_end,snap_r1_gold,snap_r1_occ,snap_r2_gold,snap_r2_occ,snap_r3_gold,snap_r3_occ,snap_r4_gold,snap_r4_occ,snap_r5_gold,snap_r5_occ
374,0,4,983,659,1642,4,1,13,14,0,0,1757,466,4,0,0,4,2,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
375,1,4,983,663,1646,3,1,14,15,0,0,1761,471,4,0,1,4,2,0,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0
376,0,1,983,664,1647,6,1,15,14,0,0,1771,468,4,0,0,4,2,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0,2,983,666,1649,6,2,14,13,0,0,1783,462,4,0,0,4,2,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,983,666,1649,6,3,14,12,0,0,1797,469,4,0,0,4,2,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2,0,985,666,1651,5,4,14,12,0,0,1810,459,4,0,0,4,2,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,0,984,666,1650,5,2,13,12,0,0,1814,459,4,0,1,4,2,0,0,1,76,1,370,380,82,0,88,0,68,0,137,0,84,0
381,0,0,984,666,1650,6,1,13,12,0,0,1818,473,4,0,0,4,2,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
382,10,0,994,666,1660,5,2,13,13,0,0,1820,471,4,0,0,4,2,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,0,994,666,1660,3,1,13,13,0,0,1828,468,4,0,0,4,2,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0,0,994,666,1660,4,1,15,13,0,0,1832,475,4,0,0,4,2,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,0,993,666,1659,3,1,15,13,0,0,1832,475,4,0,1,4,2,0,0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,4,993,670,1663,3,0,16,13,0,0,1832,471,4,0,0,4,2,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,0,993,670,1663,2,0,15,13,0,0,1837,475,4,0,0,4,2,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0,0,993,670,1663,3,1,16,13,0,0,1837,475,4,0,0,4,2,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
389,0,0,993,670,1663,4,0,16,12,0,0,1837,475,4,0,0,4,2,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0,0,992,670,1662,5,1,16,13,0,0,1837,483,4,0,1,4,2,0,0,1,78,1,380,390,91,0,95,0,74,0,141,0,82,0
391,10,0,1002,670,1672,6,2,16,12,0,0,1839,471,4,0,0,4,2,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
392,7,0,1009,670,1679,4,4,16,13,0,0,1843,460,4,0,0,4,2,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2,0,1011,670,1681,5,4,16,13,0,0,1843,470,4,0,0,4,2,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0,0,1011,670,1681,5,3,16,12,0,0,1843,477,4,0,0,4,2,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
395,7,0,1017,670,1687,4,3,16,13,0,0,1848,465,4,0,1,4,2,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0
396,0,0,1017,670,1687,3,1,16,13,0,0,1855,476,4,0,0,4,2,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
397,0,0,1017,670,1687,3,0,15,13,0,0,1866,467,4,0,0,4,2,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
398,0,0,1017,670,1687,2,0,15,15,0,0,1874,462,4,0,0,4,2,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,1017,670,1687,1,0,15,15,0,0,1877,474,4,0,0,4,2,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,1016,670,1686,2,0,16,15,0,0,1882,473,4,0,1,4,2,0,0,1,80,1,390,400,90,0,75,0,74,0,148,0,86,0
401,0,0,1016,670,1686,1,1,16,15,0,0,1882,473,4,0,0,4,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
402,4,0,1020,670,1690,1,0,14,15,0,0,1882,479,4,0,0,4,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0,0,1020,670,1690,1,0,14,15,0,0,1882,479,4,0,0,4,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
404,0,0,1020,670,1690,0,0,13,14,0,0,1882,479,4,0,0,4,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0,0,1019,670,1689,0,0,13,14,0,0,1882,487,4,0,1,4,2,0,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0
406,1,0,1020,670,1690,0,0,13,12,0,0,1887,481,4,0,0,4,2,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,1020,670,1690,2,0,14,12,0,0,1896,480,4,0,0,4,2,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
408,0,0,1020,670,1690,1,0,14,12,0,0,1903,491,4,0,0,4,2,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
409,5,2,1025,672,1697,1,2,12,12,0,0,1914,483,4,0,0,4,2,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,0,1024,672,1696,0,1,12,13,0,0,1925,479,4,0,1,4,2,0,0,1,82,1,400,410,92,0,68,0,74,0,149,0,96,0
411,0,0,1024,672,1696,1,1,13,13,0,0,1936,488,4,0,0,4,2,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
412,9,0,1033,672,1705,2,3,13,13,0,0,1945,474,4,0,0,4,2,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
413,5,0,1038,672,1710,2,4,13,14,0,0,1954,468,4,0,0,4,2,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,3,1038,675,1713,3,4,12,15,0,0,1963,468,4,0,0,4,2,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
415,4,2,1041,677,1718,4,4,14,15,0,0,1976,460,4,0,1,4,2,0,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0
416,7,0,1048,677,1725,4,5,14,15,0,0,1978,464,4,0,0,4,2,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
417,9,0,1057,677,1734,4,5,14,15,0,0,1986,473,4,0,0,4,2,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
418,13,3,1070,680,1750,3,6,15,16,0,0,1996,460,4,0,0,4,2,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
419,7,0,1077,680,1757,4,5,14,16,0,0,2003,456,4,0,0,4,2,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
420,5,3,1081,683,1764,4,3,13,15,0,0,2009,463,4,0,1,4,2,0,0,1,84,1,410,420,83,0,59,0,66,0,152,0,103,0
421,1,0,1082,683,1765,2,3,15,15,0,0,2020,463,4,0,0,4,2,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,0,1082,683,1765,1,3,16,15,0,0,2036,458,4,0,0,4,2,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
423,0,0,1082,683,1765,3,4,16,16,0,0,2041,474,4,0,0,4,2,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
424,2,0,1084,683,1767,2,5,16,15,0,0,2057,467,4,0,0,4,2,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,1083,683,1766,2,5,16,15,0,0,2064,469,4,0,1,4,2,0,0,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0
426,4,4,1087,687,1774,1,6,16,15,0,0,2075,469,4,0,0,4,2,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
427,5,0,1092,687,1779,1,6,16,15,0,0,2087,464,4,0,0,4,2,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
428,1,0,1093,687,1780,0,7,16,15,0,0,2090,471,4,0,0,4,2,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
429,4,0,1097,687,1784,0,8,16,16,0,0,2097,478,4,0,0,4,2,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,1096,687,1783,0,7,16,15,0,0,2108,471,4,0,1,4,2,0,0,1,86,1,420,430,72,0,67,0,73,0,152,0,107,0
431,0,0,1096,687,1783,0,8,16,16,0,0,2127,463,4,0,0,4,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
432,0,0,1096,687,1783,1,8,16,16,0,0,2136,475,4,0,0,4,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0,0,1096,687,1783,2,8,16,16,0,0,2145,480,4,0,0,4,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0,0,1096,687,1783,3,7,16,16,0,0,2149,491,4,0,0,4,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,3,1095,690,1785,3,6,15,16,0,0,2165,487,4,0,1,4,2,0,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,1095,690,1785,3,7,16,16,0,0,2174,489,4,0,0,4,2,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
437,7,0,1102,690,1792,4,6,16,15,0,0,2181,476,4,0,0,4,2,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
438,7,0,1109,690,1799,4,6,16,15,0,0,2188,487,4,0,0,4,2,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
439,2,0,1111,690,1801,4,6,15,15,0,0,2191,485,4,0,0,4,2,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
440,5,5,1115,695,1810,4,5,15,13,0,0,2197,482,4,0,1,4,2,0,0,1,88,1,430,440,78,0,63,0,81,0,157,0,103,0
441,2,0,1117,695,1812,4,2,15,13,0,0,2204,489,4,0,0,4,2,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0,0,1117,695,1812,4,3,15,14,0,0,2206,499,4,0,0,4,2,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0,3,1117,698,1815,3,4,16,13,0,0,2208,498,4,0,0,4,2,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
444,0,0,1117,698,1815,2,5,16,13,0,0,2219,501,4,0,0,4,2,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
445,4,0,1120,698,1818,2,2,16,13,0,0,2232,492,4,0,1,4,2,0,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0
446,5,0,1125,698,1823,0,3,16,13,0,0,2237,498,4,0,0,4,2,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
447,0,0,1125,698,1823,1,1,15,13,0,0,2249,503,4,0,0,4,2,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0,0,1125,698,1823,1,3,15,13,0,0,2254,505,4,0,0,4,2,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
449,3,0,1128,698,1826,1,6,14,14,0,0,2262,503,4,0,0,4,2,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0,1127,698,1825,1,6,14,14,0,0,2279,506,4,0,1,4,2,0,0,1,90,1,440,450,80,0,74,0,81,0,157,0,114,0
451,0,0,1127,698,1825,1,5,15,13,0,0,2293,500,4,0,0,4,2,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,1127,698,1825,1,6,15,13,0,0,2307,500,4,0,0,4,2,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
453,0,0,1127,698,1825,2,7,15,13,0,0,2314,515,4,0,0,4,2,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0,1127,698,1825,3,6,16,13,0,0,2326,515,4,0,0,4,2,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
455,3,0,1129,698,1827,4,6,16,13,0,0,2335,514,4,0,1,4,2,0,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0
456,9,0,1138,698,1836,2,7,15,13,0,0,2350,517,4,0,0,4,2,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0,0,1138,698,1836,2,8,15,14,0,0,2358,525,4,0,0,4,2,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
458,0,5,1138,703,1841,2,8,16,15,0,0,2371,518,4,0,0,4,2,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
459,2,0,1140,703,1843,0,9,16,15,0,0,2376,532,4,0,0,4,2,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,1139,703,1842,0,9,16,15,0,0,2386,527,4,0,1,4,2,0,0,1,92,1,450,460,81,0,84,0,83,0,163,0,116,0
461,3,0,1142,703,1845,0,10,16,16,0,0,2396,521,4,0,0,4,2,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0,0,1142,703,1845,0,9,16,16,0,0,2399,532,4,0,0,4,2,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0,0,1142,703,1845,0,9,16,16,0,0,2403,533,4,0,0,4,2,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,1142,703,1845,1,9,16,16,0,0,2409,533,4,0,0,4,2,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
465,4,0,1145,703,1848,1,7,16,15,0,0,2419,534,4,0,1,4,2,0,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0
466,4,0,1149,703,1852,0,5,16,15,0,0,2424,533,4,0,0,4,2,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0,0,1149,703,1852,1,6,16,16,0,0,2433,528,4,0,0,4,2,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0,0,1149,703,1852,1,6,16,15,0,0,2433,535,4,0,0,4,2,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
469,3,0,1152,703,1855,0,5,15,14,0,0,2435,530,4,0,0,4,2,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0,0,1151,703,1854,2,4,15,14,0,0,2435,530,4,0,1,4,2,0,0,1,94,1,460,470,84,0,77,0,83,0,169,0,117,0
471,0,0,1151,703,1854,1,2,14,15,0,0,2441,535,4,0,0,4,2,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0,0,1151,703,1854,0,0,13,15,0,0,2448,534,4,0,0,4,2,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
473,4,0,1155,703,1858,0,2,12,15,0,0,2459,520,4,0,0,4,2,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
474,0,2,1155,705,1860,0,4,11,14,0,0,2470,524,4,0,0,4,2,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
475,0,0,1154,705,1859,0,5,11,14,0,0,2475,524,4,0,1,4,2,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0
476,0,0,1154,705,1859,0,6,11,14,0,0,2476,526,4,0,0,4,2,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
477,3,0,1157,705,1862,1,3,11,14,0,0,2477,530,4,0,0,4,2,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,1157,705,1862,0,2,12,14,0,0,2479,528,4,0,0,4,2,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
479,0,2,1157,707,1864,0,2,13,13,0,0,2487,518,4,0,0,4,2,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,0,1156,707,1863,1,2,13,14,0,0,2494,524,4,0,1,4,2,0,0,1,96,1,470,480,92,0,87,0,83,0,172,0,90,0
481,0,0,1156,707,1863,0,1,13,13,0,0,2500,518,4,0,0,4,2,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0,3,1156,710,1866,0,1,11,13,0,0,2500,515,4,0,0,4,2,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0,3,1156,713,1869,1,3,11,12,0,0,2500,517,4,0,0,4,2,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
484,4,4,1160,717,1877,3,4,11,12,0,0,2500,512,4,0,0,4,2,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
485,0,4,1159,721,1880,2,3,12,11,0,0,2500,512,4,0,1,4,2,0,0,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0,5,1159,726,1885,0,4,11,10,0,0,2505,519,4,0,0,4,2,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
487,1,4,1160,730,1890,1,6,11,10,0,0,2508,518,4,0,0,4,2,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
488,4,3,1164,733,1897,0,7,12,11,0,0,2508,514,4,0,0,4,2,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
489,0,0,1164,733,1897,1,7,13,10,0,0,2513,519,4,0,0,4,2,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,0,1163,733,1896,0,7,13,10,0,0,2514,523,4,0,1,4,2,0,0,1,98,1,480,490,87,0,89,0,83,0,172,0,92,0
491,1,5,1164,738,1902,2,8,13,8,0,0,2518,517,4,0,0,4,2,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0,2,1164,740,1904,3,7,12,8,0,0,2518,525,4,0,0,4,2,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0,5,1164,745,1909,3,7,12,9,0,0,2518,520,4,0,0,4,2,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
494,4,2,1168,747,1915,4,8,13,9,0,0,2522,512,4,0,0,4,2,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
495,3,0,1170,747,1917,5,8,14,10,0,0,2523,526,4,0,1,4,2,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0
496,8,0,1178,747,1925,5,8,13,10,0,0,2533,520,4,0,0,4,2,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
497,6,0,1184,747,1931,5,9,14,9,0,0,2534,530,4,0,0,4,2,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
498,3,0,1187,747,1934,5,8,13,10,0,0,2544,532,4,0,0,4,2,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
499,5,0,1192,747,1939,4,8,13,10,0,0,2554,527,4,0,0,4,2,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
