round,p1_gold_this,p2_gold_this,p1_cum,p2_cum,total_cum,p1_pos_r,p1_pos_c,p2_pos_r,p2_pos_c,p1_bombs,p2_bombs,enemy_cum,gold_on_map,k,order,vp,p1_steps,p2_steps,p1_collisions,p2_collisions,vision_cost,cum_vision_cost,snap_valid,snap_win_begin,snap_win_end,snap_r1_gold,snap_r1_occ,snap_r2_gold,snap_r2_occ,snap_r3_gold,snap_r3_occ,snap_r4_gold,snap_r4_occ,snap_r5_gold,snap_r5_occ
375,1,5,1108,630,1738,12,4,4,4,0,0,879,739,4,0,1,4,2,0,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0
376,7,1,1115,631,1746,10,3,3,4,0,0,883,735,4,0,0,4,2,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
377,5,0,1120,631,1751,11,2,4,4,0,0,885,733,4,0,0,4,2,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
378,11,1,1131,632,1763,8,1,5,4,0,0,885,731,4,0,0,4,2,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
379,11,1,1142,633,1775,10,0,6,3,0,0,890,722,4,0,0,4,2,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
380,5,0,1146,633,1779,11,1,6,4,0,0,891,725,4,0,1,4,2,0,0,1,76,1,370,380,158,0,192,0,34,0,137,0,204,0
381,0,9,1146,642,1788,10,1,6,4,0,0,899,718,4,0,0,4,2,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
382,0,3,1146,645,1791,9,2,5,5,0,0,899,725,4,0,0,4,2,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
383,3,2,1149,647,1796,9,3,5,6,0,0,900,729,4,0,0,4,2,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
384,1,5,1150,652,1802,8,1,4,5,0,0,905,728,4,0,0,4,2,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
385,7,5,1156,657,1813,8,0,3,4,0,0,909,722,4,0,1,4,2,0,0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0
386,1,4,1157,661,1818,8,0,4,4,0,0,909,721,4,0,0,4,2,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
387,3,0,1160,661,1821,8,0,5,4,0,0,909,725,4,0,0,4,2,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2,0,1162,661,1823,9,0,4,4,0,0,909,734,4,0,0,4,2,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
389,4,0,1166,661,1827,9,0,4,4,0,0,910,737,4,0,0,4,2,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
390,6,0,1171,661,1832,8,1,3,4,0,0,911,738,4,0,1,4,2,0,0,1,78,1,380,390,148,0,192,0,49,0,152,0,197,0
391,0,6,1171,667,1838,9,1,2,3,0,0,911,742,4,0,0,4,2,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
392,7,9,1178,676,1854,9,2,3,2,0,0,916,727,4,0,0,4,2,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
393,9,5,1187,681,1868,8,5,3,2,0,0,919,717,4,0,0,4,2,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
394,2,6,1189,687,1876,7,3,5,2,0,0,926,708,4,0,0,4,2,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
395,2,0,1190,687,1877,7,3,4,2,0,0,926,718,4,0,1,4,2,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0
396,1,2,1191,689,1880,6,2,5,3,0,0,926,723,4,0,0,4,2,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
397,1,0,1192,689,1881,6,3,4,4,0,0,931,723,4,0,0,4,2,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
398,5,0,1197,689,1886,6,4,4,4,0,0,938,724,4,0,0,4,2,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,3,1197,692,1889,6,5,3,5,0,0,939,727,4,0,0,4,2,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
400,3,2,1199,694,1893,8,5,4,5,0,0,939,727,4,0,1,4,2,0,0,1,80,1,390,400,132,0,192,0,50,0,150,0,203,0
401,7,4,1206,698,1904,8,6,4,7,0,0,939,726,4,0,0,4,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
402,1,4,1207,702,1909,7,7,5,7,0,0,939,728,4,0,0,4,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
403,6,6,1213,708,1921,9,9,4,8,0,0,939,724,4,0,0,4,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
404,11,0,1224,708,1932,11,11,5,7,0,0,942,718,4,0,0,4,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
405,4,0,1227,708,1935,10,9,4,7,0,0,951,709,4,0,1,4,2,0,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0
406,8,0,1235,708,1943,8,10,5,8,0,0,955,705,4,0,0,4,2,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
407,0,7,1235,715,1950,9,9,6,9,0,0,963,697,4,0,0,4,2,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
408,5,1,1240,716,1956,10,9,4,9,0,0,965,697,4,0,0,4,2,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0,1,1240,717,1957,9,10,3,9,0,0,968,704,4,0,0,4,2,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
410,6,0,1245,717,1962,8,9,3,9,0,0,981,693,4,0,1,4,2,0,0,1,82,1,400,410,137,0,185,0,32,0,137,0,202,0
411,5,6,1250,723,1973,9,8,3,11,0,0,982,693,4,0,0,4,2,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0,7,1250,730,1980,9,8,4,10,0,0,989,688,4,0,0,4,2,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
413,0,1,1250,731,1981,8,8,5,11,0,0,993,692,4,0,0,4,2,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
414,9,0,1259,731,1990,5,7,5,11,0,0,994,692,4,0,0,4,2,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
415,5,4,1263,735,1998,5,6,6,11,0,0,995,690,4,0,1,4,2,0,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0
416,6,1,1269,736,2005,5,4,7,11,0,0,997,688,4,0,0,4,2,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
417,6,0,1275,736,2011,5,2,6,11,0,0,1002,684,4,0,0,4,2,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
418,8,0,1283,736,2019,2,3,7,11,0,0,1005,684,4,0,0,4,2,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
419,6,0,1289,736,2025,1,2,7,11,0,0,1016,678,4,0,0,4,2,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,0,1288,736,2024,1,3,7,11,0,0,1022,678,4,0,1,4,2,0,0,1,84,1,410,420,121,0,176,0,34,0,140,0,207,0
421,8,0,1296,736,2032,0,2,6,11,0,0,1027,677,4,0,0,4,2,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,4,1296,740,2036,1,3,7,11,0,0,1030,681,4,0,0,4,2,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
423,3,0,1299,740,2039,2,2,7,11,0,0,1032,688,4,0,0,4,2,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
424,4,0,1303,740,2043,2,3,7,11,0,0,1036,687,4,0,0,4,2,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
425,4,0,1306,740,2046,3,5,7,11,0,0,1036,687,4,0,1,4,2,0,0,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0
426,5,0,1311,740,2051,3,5,7,11,0,0,1040,688,4,0,0,4,2,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
427,6,0,1317,740,2057,4,7,7,11,0,0,1045,688,4,0,0,4,2,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
428,0,1,1317,741,2058,4,7,7,11,0,0,1045,694,4,0,0,4,2,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
429,5,3,1322,744,2066,4,8,6,11,0,0,1045,694,4,0,0,4,2,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
430,5,5,1326,749,2075,6,8,6,12,0,0,1050,686,4,0,1,4,2,0,0,1,86,1,420,430,119,0,167,0,35,0,158,0,207,0
431,7,0,1333,749,2082,5,9,6,11,0,0,1054,683,4,0,0,4,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
432,5,7,1338,756,2094,5,8,5,12,0,0,1054,677,4,0,0,4,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0,7,1338,763,2101,8,7,6,13,0,0,1054,679,4,0,0,4,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
434,1,1,1339,764,2103,9,8,6,11,0,0,1056,685,4,0,0,4,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,1338,764,2102,9,6,6,13,0,0,1056,694,4,0,1,4,2,0,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0
436,5,2,1343,766,2109,8,8,7,13,0,0,1061,693,4,0,0,4,2,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
437,5,0,1348,766,2114,9,9,7,13,0,0,1061,696,4,0,0,4,2,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
438,9,5,1357,771,2128,8,8,7,14,0,0,1062,690,4,0,0,4,2,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
439,0,6,1357,777,2134,8,7,6,15,0,0,1062,696,4,0,0,4,2,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
440,0,5,1356,782,2138,8,6,5,14,0,0,1064,695,4,0,1,4,2,0,0,1,88,1,430,440,141,0,161,0,14,0,170,0,209,0
441,1,0,1357,782,2139,7,9,5,15,0,0,1066,699,4,0,0,4,2,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0,5,1357,787,2144,9,10,6,16,0,0,1067,701,4,0,0,4,2,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
443,3,0,1360,787,2147,11,10,7,15,0,0,1071,701,4,0,0,4,2,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
444,7,0,1367,787,2154,12,10,6,15,0,0,1074,700,4,0,0,4,2,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
445,0,5,1366,792,2158,12,9,7,14,0,0,1075,699,4,0,1,4,2,0,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0
446,5,3,1371,795,2166,12,8,7,13,0,0,1076,700,4,0,0,4,2,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
447,0,2,1371,797,2168,12,9,6,13,0,0,1083,700,4,0,0,4,2,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
448,3,0,1374,797,2171,11,11,6,13,0,0,1089,701,4,0,0,4,2,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2,0,1376,797,2173,12,12,6,11,0,0,1093,705,4,0,0,4,2,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,1,1375,798,2173,12,12,5,11,0,0,1098,703,4,0,1,4,2,0,0,1,90,1,440,450,148,0,144,0,39,0,177,0,195,0
451,9,5,1384,803,2187,12,15,4,11,0,0,1098,697,4,0,0,4,2,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0,4,1384,807,2191,12,12,3,11,0,0,1106,693,4,0,0,4,2,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
453,2,4,1386,811,2197,12,11,4,11,0,0,1106,693,4,0,0,4,2,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
454,5,1,1391,812,2203,13,11,3,10,0,0,1112,691,4,0,0,4,2,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
455,8,3,1398,815,2213,14,12,2,11,0,0,1112,686,4,0,1,4,2,0,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0
456,8,0,1406,815,2221,12,10,3,11,0,0,1115,686,4,0,0,4,2,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
457,8,4,1414,819,2233,10,10,3,12,0,0,1120,675,4,0,0,4,2,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
458,5,4,1419,823,2242,11,10,1,12,0,0,1126,672,4,0,0,4,2,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
459,7,0,1426,823,2249,11,11,1,12,0,0,1126,675,4,0,0,4,2,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,3,1425,826,2251,12,11,1,13,0,0,1126,682,4,0,1,4,2,0,0,1,92,1,450,460,145,0,150,0,39,0,178,0,170,0
461,5,5,1430,831,2261,12,12,2,14,0,0,1132,676,4,0,0,4,2,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
462,5,10,1435,841,2276,15,11,3,13,0,0,1132,668,4,0,0,4,2,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0,5,1435,846,2281,14,11,5,13,0,0,1143,663,4,0,0,4,2,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
464,1,4,1436,850,2286,13,10,6,12,0,0,1150,665,4,0,0,4,2,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0,9,1435,859,2294,14,12,5,11,0,0,1151,664,4,0,1,4,2,0,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0
466,6,1,1441,860,2301,14,13,6,11,0,0,1154,658,4,0,0,4,2,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
467,10,0,1451,860,2311,15,12,6,12,0,0,1165,644,4,0,0,4,2,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0,4,1451,864,2315,14,11,6,13,0,0,1168,647,4,0,0,4,2,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
469,6,0,1457,864,2321,14,10,6,13,0,0,1173,649,4,0,0,4,2,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
470,4,0,1460,864,2324,15,10,6,13,0,0,1185,641,4,0,1,4,2,0,0,1,94,1,460,470,126,0,125,0,35,0,173,0,182,0
471,13,0,1473,864,2337,16,9,6,12,0,0,1186,641,4,0,0,4,2,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0,0,1473,864,2337,16,10,6,13,0,0,1189,649,4,0,0,4,2,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0,3,1473,867,2340,15,11,7,13,0,0,1191,653,4,0,0,4,2,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
474,5,3,1478,870,2348,14,10,8,13,0,0,1193,648,4,0,0,4,2,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
475,3,4,1480,874,2354,13,10,8,13,0,0,1198,645,4,0,1,4,2,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0
476,1,5,1481,879,2360,15,10,8,12,0,0,1203,645,4,0,0,4,2,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0,0,1481,879,2360,16,9,8,12,0,0,1210,646,4,0,0,4,2,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
478,1,3,1482,882,2364,15,10,8,13,0,0,1210,650,4,0,0,4,2,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
479,2,2,1484,884,2368,16,11,6,13,0,0,1210,658,4,0,0,4,2,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,3,1483,887,2370,16,9,5,14,0,0,1213,661,4,0,1,4,2,0,0,1,96,1,470,480,132,0,156,0,45,0,173,0,155,0
481,4,5,1487,892,2379,16,7,5,14,0,0,1224,651,4,0,0,4,2,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
482,3,1,1490,893,2383,14,7,6,15,0,0,1239,638,4,0,0,4,2,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
483,7,0,1497,893,2390,14,7,6,15,0,0,1239,640,4,0,0,4,2,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
484,4,1,1501,894,2395,14,6,6,16,0,0,1239,638,4,0,0,4,2,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
485,5,2,1505,896,2401,14,5,5,16,0,0,1239,641,4,0,1,4,2,0,0,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0
486,6,0,1511,896,2407,16,5,5,14,0,0,1239,649,4,0,0,4,2,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
487,8,10,1519,906,2425,15,4,4,14,0,0,1239,641,4,0,0,4,2,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
488,5,2,1524,908,2432,16,5,3,14,0,0,1241,639,4,0,0,4,2,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
489,0,0,1524,908,2432,15,7,5,14,0,0,1244,644,4,0,0,4,2,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,0,1523,908,2431,16,8,4,14,0,0,1247,644,4,0,1,4,2,0,0,1,98,1,480,490,125,0,167,0,46,0,138,0,168,0
491,2,3,1525,911,2436,16,10,5,15,0,0,1252,641,4,0,0,4,2,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0,2,1525,913,2438,16,9,4,14,0,0,1253,647,4,0,0,4,2,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0,0,1525,913,2438,16,8,4,14,0,0,1259,649,4,0,0,4,2,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
494,0,3,1525,916,2441,15,6,5,13,0,0,1259,651,4,0,0,4,2,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
495,7,3,1531,919,2450,16,4,4,13,0,0,1261,651,4,0,1,4,2,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0
496,0,0,1531,919,2450,15,6,4,13,0,0,1271,651,4,0,0,4,2,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
497,2,9,1533,928,2461,14,6,5,14,0,0,1271,652,4,0,0,4,2,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
498,0,0,1533,928,2461,14,6,5,14,0,0,1271,663,4,0,0,4,2,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,1533,928,2461,16,6,5,15,0,0,1277,666,4,0,0,4,2,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
